TRACT,ZIP
36043010100,13322
36043010100,13340
36043010100,13439
36043010100,13456
36043010100,13407
36043010201,13340
36043010201,13357
36043010202,13340
36043010202,13456
36043010202,13501
36043010202,13357
36043010202,13413
36043010300,13357
36043010400,13407
36043010400,13357
36043010501,13407
36043010502,13407
36043010502,13357
36043010701,13365
36043010702,13365
36043010900,13361
36043010900,13365
36043010900,13350
36043010900,13407
36043010900,13339
36043010900,13475
36043011001,13329
36043011002,13365
36043011002,13329
36043011002,13454
36043011002,13470
36043011100,13350
36043011200,13340
36043011200,13350
36043011301,13365
36043011301,13350
36043011302,13340
36043011302,13431
36043011302,13416
36043011302,13502
36043011400,13365
36043011400,13350
36043011400,13431
36043011400,13416
36043011400,13324
36043011400,13406
36043011501,13324
36043011501,13304
36043011501,13438
36043011501,13431
36043011502,13331
36043011502,13420
36043011502,13360
36043011502,13367
36043011502,13438
36043011502,13324
36043011502,13472
36043011502,13338
36045060100,13679
36045060100,13691
36045060100,13675
36045060100,13640
36045060100,13646
36045060100,13607
36045060100,13656
36045060200,13622
36045060200,13618
36045060200,13640
36045060200,13624
36045060200,13641
36045060200,13692
36045060200,13656
36045060200,13632
36045060200,13607
36045060300,13693
36045060300,13622
36045060300,13624
36045060300,13634
36045060300,13632
36045060300,13618
36045060400,13624
36045060400,13685
36045060400,13656
36045060400,13632
36045060400,13605
36045060400,13606
36045060400,13634
36045060400,13622
36045060400,13601
36045060500,13632
36045060500,13616
36045060500,13656
36045060500,13637
36045060500,13691
36045060500,13622
36045060500,13601
36045060600,13616
36045060600,13673
36045060600,13637
36045060600,13691
36045060600,13601
36045060700,13671
36045060700,13679
36045060700,13608
36045060700,13642
36045060700,13691
36045060700,13673
36045060700,13646
36045060803,13637
36045060803,13603
36045060803,13616
36045060803,13602
36045060804,13603
36045060804,13612
36045060804,13619
36045060804,13602
36045060900,13628
36045060900,13619
36045060900,13665
36045060900,13631
36045061000,13626
36045061000,13619
36045061100,13601
36045061100,13619
36045061100,13616
36045061100,13612
36045061100,13643
36045061100,13638
36045061200,13601
36045061300,13601
36045061400,13601
36045061500,13601
36045061600,13606
36045061600,13601
36045061600,13634
36045061600,13615
36045061600,13685
36045061700,13685
36045061700,13661
36045061700,13650
36045061700,13605
36045061700,13651
36045061700,13611
36045061800,13601
36045061800,13605
36045061800,13606
36045061800,13682
36045061900,13601
36045062100,13601
36045062200,13601
36045062400,13619
36045062400,13601
36045062400,13626
36045062400,13606
36045062400,13659
36045062400,13612
36045062400,13605
36045062400,13682
36045062500,13650
36045062500,13636
36045062500,13145
36045062500,13682
36045062500,13674
36045062500,13659
36045062500,13605
36045062500,13661
36045062500,13611
36045062500,13083
36045980000,13673
36045980000,13637
36045980000,13619
36045980000,13665
36047000100,11201
36047000200,11232
36047000200,11220
36047000301,11201
36047000501,11201
36047000502,11201
36047000700,11201
36047000900,11242
36047000900,11201
36047000900,11241
36047001100,11245
36047001100,11201
36047001300,11201
36047001300,11202
36047001500,11201
36047001800,11220
36047001800,11232
36047002000,11220
36047002000,11232
36047002100,11201
36047002200,11220
36047002300,11201
36047002901,11201
36047002901,11205
36047003000,11220
36047003100,11205
36047003100,11217
36047003100,11201
36047003300,11217
36047003300,11201
36047003400,11209
36047003400,11220
36047003500,11243
36047003500,11217
36047003600,11209
36047003600,11220
36047003700,11201
36047003700,11217
36047003800,11209
36047003900,11217
36047004100,11217
36047004100,11201
36047004300,11201
36047004300,11217
36047004400,11209
36047004500,11201
36047004500,11231
36047004600,11209
36047004700,11231
36047004700,11201
36047004900,11231
36047004900,11201
36047005000,11209
36047005100,11231
36047005201,11209
36047005202,11209
36047005300,11231
36047005400,11209
36047005601,11209
36047005602,11209
36047005800,11209
36047005900,11231
36047006000,11209
36047006200,11209
36047006300,11231
36047006400,11209
36047006500,11231
36047006600,11209
36047006700,11231
36047006800,11220
36047006800,11209
36047006900,11201
36047006900,11217
36047006900,11231
36047007000,11220
36047007100,11217
36047007200,11220
36047007400,11220
36047007500,11217
36047007500,11231
36047007600,11220
36047007700,11231
36047007800,11220
36047008000,11220
36047008200,11232
36047008200,11220
36047008400,11232
36047008500,11231
36047008800,11232
36047009000,11232
36047009200,11232
36047009200,11220
36047009400,11220
36047009600,11220
36047009800,11220
36047010000,11220
36047010100,11232
36047010200,11220
36047010400,11220
36047010600,11220
36047010800,11220
36047011000,11232
36047011000,11219
36047011000,11218
36047011200,11220
36047011200,11232
36047011200,11219
36047011400,11220
36047011400,11219
36047011600,11220
36047011600,11219
36047011700,11215
36047011800,11220
36047011800,11219
36047011900,11232
36047011900,11215
36047011900,11217
36047012000,11220
36047012000,11219
36047012100,11215
36047012200,11220
36047012600,11220
36047012700,11217
36047012801,11220
36047012801,11219
36047012901,11217
36047012902,11217
36047013000,11220
36047013000,11209
36047013100,11215
36047013100,11217
36047013200,11228
36047013200,11220
36047013300,11215
36047013400,11220
36047013400,11209
36047013500,11215
36047013600,11209
36047013700,11215
36047013800,11209
36047013900,11215
36047014000,11228
36047014100,11215
36047014200,11209
36047014300,11215
36047014300,11232
36047014500,11215
36047014500,11232
36047014700,11215
36047014800,11228
36047014900,11215
36047015000,11228
36047015100,11215
36047015200,11228
36047015200,11209
36047015300,11215
36047015400,11209
36047015400,11252
36047015400,11228
36047015500,11215
36047015700,11215
36047015900,11238
36047015900,11215
36047015900,11217
36047016000,11209
36047016100,11217
36047016100,11238
36047016200,11209
36047016300,11238
36047016400,11209
36047016400,11252
36047016400,11228
36047016500,11215
36047016600,11228
36047016700,11215
36047016800,11228
36047016800,11214
36047016900,11215
36047017000,11228
36047017100,11215
36047017100,11218
36047017200,11228
36047017200,11214
36047017400,11214
36047017500,11215
36047017500,11218
36047017500,11232
36047017600,11214
36047017700,11238
36047017700,11225
36047017700,11215
36047017700,11226
36047017700,11218
36047017800,11214
36047017900,11217
36047017900,11238
36047018000,11214
36047018100,11217
36047018100,11205
36047018100,11238
36047018200,11214
36047018300,11205
36047018400,11214
36047018400,11228
36047018501,11205
36047018600,11214
36047018600,11228
36047018700,11205
36047018800,11228
36047018800,11204
36047018800,11214
36047019000,11219
36047019000,11228
36047019100,11205
36047019200,11219
36047019300,11238
36047019300,11205
36047019400,11219
36047019500,11205
36047019600,11219
36047019600,11228
36047019700,11238
36047019700,11205
36047019800,11228
36047019900,11238
36047020000,11228
36047020100,11238
36047020200,11228
36047020300,11238
36047020400,11228
36047020500,11238
36047020600,11228
36047020700,11238
36047020800,11219
36047020800,11228
36047021000,11219
36047021100,11205
36047021200,11219
36047021300,11225
36047021400,11219
36047021500,11238
36047021600,11219
36047021700,11238
36047021800,11219
36047021900,11238
36047021900,11216
36047022000,11219
36047022100,11216
36047022100,11238
36047022200,11219
36047022400,11218
36047022400,11219
36047022600,11218
36047022700,11216
36047022700,11238
36047022800,11218
36047022900,11238
36047022900,11216
36047023000,11219
36047023000,11204
36047023000,11218
36047023100,11238
36047023200,11218
36047023200,11204
36047023200,11219
36047023300,11205
36047023300,11216
36047023300,11238
36047023400,11204
36047023400,11219
36047023500,11205
36047023600,11219
36047023600,11204
36047023800,11219
36047023800,11204
36047024000,11204
36047024000,11219
36047024100,11205
36047024200,11219
36047024200,11204
36047024300,11216
36047024300,11205
36047024400,11204
36047024500,11216
36047024600,11204
36047024700,11216
36047024700,11238
36047024700,11247
36047024800,11204
36047024900,11216
36047025000,11204
36047025000,11219
36047025100,11216
36047025200,11204
36047025300,11206
36047025300,11205
36047025300,11216
36047025400,11204
36047025500,11206
36047025600,11204
36047025700,11206
36047025800,11204
36047025901,11206
36047025902,11206
36047026000,11204
36047026100,11221
36047026100,11216
36047026100,11206
36047026200,11219
36047026200,11204
36047026200,11228
36047026300,11216
36047026300,11221
36047026400,11214
36047026400,11204
36047026500,11221
36047026500,11216
36047026600,11204
36047026700,11221
36047026700,11216
36047026800,11204
36047026800,11214
36047026900,11216
36047027000,11214
36047027100,11213
36047027100,11216
36047027200,11214
36047027300,11233
36047027300,11213
36047027300,11216
36047027400,11214
36047027400,11204
36047027500,11233
36047027500,11216
36047027500,11221
36047027600,11214
36047027700,11221
36047027800,11214
36047027900,11221
36047028000,11214
36047028100,11221
36047028100,11206
36047028200,11214
36047028300,11206
36047028400,11214
36047028501,11206
36047028502,11206
36047028600,11214
36047028700,11206
36047028700,11221
36047028800,11214
36047028900,11206
36047028900,11221
36047029000,11214
36047029100,11221
36047029200,11214
36047029300,11221
36047029400,11214
36047029500,11221
36047029500,11233
36047029600,11214
36047029700,11233
36047029800,11223
36047029800,11214
36047029900,11233
36047030000,11214
36047030000,11223
36047030100,11233
36047030200,11214
36047030300,11233
36047030400,11214
36047030500,11238
36047030600,11223
36047030600,11214
36047030700,11213
36047030700,11233
36047030800,11223
36047030800,11214
36047030900,11213
36047031100,11213
36047031300,11216
36047031300,11213
36047031400,11214
36047031500,11216
36047031701,11216
36047031702,11216
36047031900,11213
36047031900,11225
36047032100,11225
36047032300,11225
36047032500,11225
36047032600,11224
36047032700,11225
36047032800,11224
36047032900,11225
36047033000,11224
36047033100,11225
36047033100,11203
36047033100,11213
36047033300,11213
36047033300,11225
36047033500,11213
36047033600,11224
36047033700,11213
36047033700,11216
36047033900,11216
36047033900,11213
36047034000,11224
36047034100,11216
36047034100,11213
36047034200,11224
36047034300,11213
36047034500,11213
36047034700,11213
36047034800,11224
36047034800,11214
36047034900,11213
36047035000,11224
36047035100,11213
36047035200,11224
36047035300,11213
36047035400,11224
36047035400,11235
36047035500,11213
36047035500,11212
36047035601,11224
36047035602,11235
36047035602,11224
36047035700,11213
36047035900,11213
36047035900,11233
36047035900,11212
36047036001,11235
36047036002,11235
36047036100,11212
36047036100,11233
36047036200,11235
36047036300,11212
36047036300,11233
36047036400,11235
36047036501,11233
36047036502,11233
36047036502,11212
36047036600,11235
36047036700,11207
36047036700,11233
36047036900,11233
36047036900,11207
36047037000,11235
36047037100,11233
36047037300,11207
36047037300,11233
36047037300,11221
36047037401,11223
36047037401,11224
36047037401,11235
36047037402,11223
36047037500,11221
36047037500,11233
36047037700,11233
36047037900,11233
36047038100,11233
36047038200,11223
36047038300,11233
36047038300,11221
36047038500,11221
36047038600,11223
36047038700,11221
36047038800,11223
36047038900,11206
36047038900,11221
36047039000,11235
36047039000,11223
36047039100,11221
36047039100,11206
36047039200,11223
36047039300,11221
36047039400,11223
36047039400,11229
36047039500,11221
36047039600,11223
36047039700,11221
36047039800,11223
36047039900,11221
36047040000,11223
36047040100,11221
36047040100,11207
36047040200,11223
36047040300,11207
36047040400,11214
36047040400,11223
36047040500,11207
36047040600,11223
36047040700,11207
36047040800,11223
36047040900,11237
36047040900,11207
36047041000,11223
36047041100,11207
36047041200,11223
36047041300,11221
36047041300,11207
36047041401,11223
36047041402,11223
36047041500,11221
36047041600,11223
36047041700,11221
36047041800,11223
36047041900,11237
36047041900,11221
36047042000,11223
36047042000,11230
36047042100,11237
36047042100,11221
36047042200,11223
36047042300,11221
36047042300,11206
36047042300,11237
36047042400,11223
36047042400,11204
36047042500,11206
36047042500,11237
36047042600,11204
36047042600,11223
36047042700,11237
36047042800,11214
36047042800,11204
36047042800,11223
36047042900,11237
36047043000,11204
36047043100,11221
36047043100,11237
36047043200,11204
36047043300,11221
36047043300,11237
36047043400,11230
36047043400,11204
36047043500,11237
36047043500,11221
36047043600,11204
36047043700,11207
36047043700,11221
36047043700,11237
36047043800,11230
36047043800,11223
36047043800,11204
36047043900,11237
36047044000,11230
36047044000,11204
36047044100,11237
36047044200,11230
36047044200,11223
36047044300,11237
36047044400,11230
36047044500,11237
36047044600,11230
36047044600,11204
36047044700,11237
36047044800,11230
36047044800,11204
36047044900,11222
36047044900,11211
36047044900,11237
36047045000,11230
36047045200,11230
36047045300,11206
36047045300,11237
36047045400,11230
36047045600,11230
36047045800,11230
36047046000,11230
36047046201,11230
36047046202,11230
36047046202,11204
36047046400,11230
36047046400,11204
36047046800,11204
36047047000,11204
36047047200,11204
36047047400,11204
36047047600,11204
36047047600,11230
36047047700,11222
36047047700,11211
36047047800,11204
36047047800,11218
36047048000,11230
36047048000,11218
36047048100,11211
36047048200,11230
36047048200,11218
36047048400,11218
36047048500,11237
36047048500,11211
36047048500,11206
36047048600,11218
36047048800,11218
36047048900,11206
36047049000,11218
36047049100,11206
36047049200,11218
36047049300,11206
36047049400,11218
36047049500,11206
36047049500,11211
36047049600,11218
36047049700,11211
36047049700,11222
36047049800,11218
36047049900,11211
36047049900,11222
36047050000,11218
36047050100,11211
36047050202,11218
36047050300,11206
36047050300,11211
36047050400,11218
36047050500,11206
36047050600,11218
36047050600,11226
36047050700,11206
36047050801,11226
36047050803,11226
36047050804,11226
36047050900,11206
36047051001,11226
36047051002,11226
36047051100,11206
36047051100,11211
36047051200,11226
36047051300,11211
36047051300,11206
36047051400,11226
36047051500,11211
36047051500,11222
36047051601,11226
36047051601,11210
36047051602,11226
36047051700,11211
36047051700,11249
36047051800,11230
36047051800,11226
36047051900,11211
36047052000,11218
36047052000,11230
36047052000,11226
36047052300,11211
36047052500,11211
36047052600,11218
36047052600,11230
36047052700,11211
36047052800,11230
36047052900,11206
36047052900,11211
36047053000,11230
36047053100,11205
36047053100,11206
36047053200,11230
36047053300,11206
36047053300,11211
36047053400,11230
36047053500,11211
36047053700,11206
36047053700,11205
36047053700,11249
36047053800,11230
36047053900,11249
36047054200,11229
36047054200,11230
36047054300,11251
36047054300,11249
36047054300,11205
36047054300,11201
36047054400,11229
36047054400,11230
36047054500,11249
36047054600,11229
36047054600,11210
36047054600,11230
36047054700,11249
36047054700,11211
36047054800,11210
36047054800,11229
36047054900,11211
36047054900,11249
36047055000,11229
36047055100,11211
36047055100,11249
36047055200,11229
36047055300,11211
36047055300,11249
36047055400,11223
36047055400,11229
36047055500,11249
36047055600,11223
36047055600,11229
36047055700,11249
36047055800,11229
36047056000,11229
36047056100,11249
36047056100,11222
36047056200,11229
36047056300,11222
36047056400,11229
36047056500,11222
36047056600,11229
36047056800,11229
36047056900,11222
36047056900,11249
36047057000,11229
36047057100,11222
36047057200,11229
36047057200,11235
36047057300,11222
36047057400,11229
36047057500,11222
36047057600,11229
36047057800,11229
36047057900,11222
36047058000,11229
36047058200,11223
36047058200,11229
36047058400,11235
36047058400,11223
36047058400,11229
36047058600,11235
36047058600,11229
36047058800,11235
36047058900,11222
36047059000,11235
36047059100,11222
36047059200,11235
36047059200,11229
36047059300,11222
36047059401,11235
36047059401,11229
36047059402,11235
36047059402,11229
36047059600,11235
36047059800,11235
36047060000,11235
36047060600,11235
36047060800,11235
36047061002,11235
36047061003,11235
36047061004,11235
36047061200,11235
36047061600,11235
36047062000,11235
36047062200,11235
36047062600,11235
36047062600,11229
36047062800,11229
36047062800,11235
36047063200,11229
36047063600,11229
36047063600,11234
36047063800,11234
36047063800,11229
36047064000,11229
36047064000,11234
36047064200,11210
36047064200,11229
36047064400,11229
36047064400,11234
36047064600,11234
36047064800,11234
36047065000,11234
36047065200,11234
36047065400,11234
36047065600,11234
36047065800,11234
36047066000,11234
36047066200,11234
36047066600,11235
36047066600,11229
36047066600,11234
36047067000,11234
36047067200,11234
36047067400,11234
36047067600,11234
36047067800,11234
36047068000,11234
36047068200,11234
36047068600,11234
36047068800,11234
36047069000,11234
36047069200,11234
36047069601,11234
36047069602,11234
36047069800,11234
36047070000,11234
36047070201,11234
36047070202,11234
36047070600,11234
36047072000,11234
36047072200,11236
36047072200,11234
36047072400,11234
36047072600,11203
36047072600,11234
36047072600,11210
36047072800,11234
36047073000,11234
36047073200,11234
36047073200,11210
36047073400,11210
36047073600,11234
36047073600,11210
36047073800,11210
36047073800,11234
36047074000,11210
36047074200,11210
36047074400,11234
36047074400,11210
36047074600,11210
36047074600,11234
36047074600,11229
36047074800,11210
36047075000,11210
36047075200,11210
36047075400,11210
36047075600,11210
36047075600,11229
36047075800,11230
36047075800,11210
36047076000,11210
36047076000,11230
36047076200,11230
36047076200,11210
36047076400,11230
36047076600,11230
36047076600,11210
36047076800,11230
36047077000,11210
36047077000,11230
36047077200,11210
36047077200,11230
36047077400,11210
36047077600,11210
36047078000,11210
36047078200,11210
36047078400,11210
36047078600,11210
36047078800,11210
36047079000,11210
36047079000,11226
36047079200,11226
36047079400,11226
36047079601,11225
36047079601,11226
36047079602,11226
36047079801,11225
36047079802,11226
36047079802,11225
36047080000,11225
36047080200,11225
36047080200,11226
36047080400,11226
36047080400,11225
36047080400,11203
36047080600,11225
36047080600,11203
36047080800,11203
36047081000,11203
36047081000,11225
36047081400,11203
36047081600,11203
36047081800,11203
36047081800,11226
36047082000,11226
36047082200,11226
36047082400,11226
36047082400,11203
36047082600,11226
36047082600,11203
36047082800,11210
36047082800,11226
36047083000,11210
36047083000,11226
36047083000,11203
36047083200,11203
36047083400,11203
36047083600,11210
36047083600,11203
36047083800,11203
36047084000,11203
36047084600,11203
36047084800,11203
36047085000,11203
36047085200,11203
36047085400,11203
36047085600,11203
36047085800,11203
36047086000,11203
36047086200,11203
36047086400,11203
36047086400,11236
36047086600,11203
36047086600,11212
36047086800,11203
36047087000,11203
36047087200,11203
36047087401,11203
36047087600,11203
36047087800,11203
36047088000,11212
36047088000,11203
36047088200,11212
36047088400,11212
36047088600,11212
36047088800,11212
36047088800,11236
36047089000,11212
36047089200,11212
36047089400,11212
36047089600,11212
36047089800,11212
36047090000,11212
36047090200,11212
36047090600,11212
36047090800,11233
36047090800,11212
36047090800,11207
36047091000,11212
36047091200,11212
36047091600,11212
36047091800,11212
36047092000,11212
36047092200,11212
36047092200,11236
36047092400,11212
36047092800,11236
36047092800,11212
36047093000,11236
36047093200,11203
36047093200,11234
36047093400,11236
36047093600,11236
36047093600,11203
36047093800,11203
36047094401,11234
36047094401,11236
36047094401,11203
36047094402,11234
36047094402,11236
36047094600,11236
36047094600,11203
36047095000,11236
36047095400,11236
36047095600,11236
36047095800,11236
36047096000,11236
36047096200,11236
36047096400,11236
36047096600,11236
36047096800,11236
36047097000,11236
36047097400,11236
36047098200,11236
36047098200,11207
36047098400,11236
36047098600,11236
36047098800,11236
36047099000,11236
36047099200,11236
36047099400,11236
36047099600,11236
36047099800,11236
36047100400,11236
36047100600,11236
36047100800,11236
36047101000,11236
36047101200,11236
36047101400,11236
36047101600,11236
36047101800,11236
36047102000,11236
36047102200,11236
36047102400,11236
36047102600,11236
36047102800,11236
36047103400,11236
36047105801,11239
36047105804,11239
36047105804,11207
36047107000,11207
36047107000,11239
36047107000,11208
36047107800,11208
36047107800,11207
36047109800,11236
36047109800,11212
36047109800,11207
36047110400,11207
36047110600,11207
36047111000,11207
36047111600,11207
36047111600,11208
36047111800,11208
36047112000,11207
36047112000,11208
36047112200,11207
36047112400,11207
36047112600,11207
36047112800,11207
36047113000,11207
36047113200,11207
36047113400,11207
36047114201,11207
36047114202,11207
36047114400,11207
36047114600,11207
36047115000,11208
36047115000,11207
36047115200,11207
36047115600,11207
36047115800,11207
36047116000,11207
36047116200,11208
36047116200,11207
36047116400,11208
36047116600,11208
36047116800,11208
36047117000,11207
36047117000,11208
36047117201,11208
36047117201,11207
36047117202,11208
36047117400,11208
36047117601,11208
36047117602,11208
36047117800,11208
36047118000,11208
36047118000,11207
36047118201,11208
36047118202,11216
36047118202,11208
36047118202,11421
36047118400,11421
36047118400,11208
36047118600,11208
36047118600,11416
36047118800,11416
36047118800,11417
36047118800,11208
36047119000,11208
36047119200,11208
36047119400,11208
36047119600,11208
36047119800,11207
36047120000,11208
36047120200,11417
36047120200,11208
36047120800,11414
36047120800,11208
36047121000,11208
36047121400,11208
36047122000,11256
36047122000,11208
36047123700,11205
36047123700,11206
36047150200,11218
36047150200,11215
36047152200,11218
36047152200,11226
36049950100,13327
36049950100,13648
36049950100,13367
36049950100,13620
36049950200,13665
36049950200,13327
36049950200,13619
36049950200,13648
36049950200,13367
36049950200,13305
36049950200,13620
36049950300,13343
36049950300,13620
36049950300,13367
36049950300,13682
36049950300,13619
36049950300,13626
36049950300,13601
36049950400,13312
36049950400,13343
36049950400,13345
36049950400,13620
36049950400,13367
36049950500,13368
36049950500,13404
36049950500,13626
36049950500,13343
36049950500,13367
36049950500,13473
36049950600,13309
36049950600,13312
36049950600,13345
36049950600,13368
36049950600,13433
36049950700,13473
36049950700,13309
36049950700,13316
36049950700,13367
36049950700,13493
36049950700,13437
36049950700,13471
36049950700,13325
36049950700,13368
36049950700,13433
36049950700,13489
36051030100,14546
36051030100,14482
36051030100,14423
36051030201,14525
36051030201,14481
36051030201,14414
36051030201,14539
36051030201,14454
36051030201,14533
36051030201,14592
36051030201,14486
36051030201,14482
36051030201,14423
36051030202,14454
36051030202,14472
36051030202,14510
36051030202,14435
36051030202,14414
36051030300,14414
36051030400,14454
36051030500,14454
36051030600,14485
36051030600,14414
36051030600,14472
36051030600,14487
36051030700,14488
36051030700,14454
36051030700,14485
36051030700,14487
36051030700,14435
36051030700,14480
36051030700,14466
36051030700,14558
36051030700,14414
36051030800,14435
36051030800,14510
36051030800,14530
36051030800,14481
36051030800,14454
36051030800,14437
36051030800,14517
36051030800,14533
36051030800,14462
36051030900,14510
36051031000,14556
36051031000,14510
36051031100,14560
36051031100,14435
36051031100,14471
36051031100,14572
36051031100,14454
36051031100,14437
36051031100,14512
36051031200,14884
36051031200,14836
36051031200,14846
36051031200,14517
36051031300,14435
36051031300,14822
36051031300,14572
36051031300,14510
36051031300,14437
36051031300,14545
36051031300,14462
36051031300,14517
36051031400,14437
36053030501,13035
36053030502,13122
36053030502,13052
36053030502,13061
36053030502,13035
36053030502,13104
36053030700,13334
36053030700,13061
36053030700,13346
36053030700,13484
36053030700,13408
36053030700,13409
36053030700,13310
36053030700,13122
36053030700,13035
36053030800,13332
36053030800,13122
36053030800,13346
36053030800,13072
36053030800,13334
36053030800,13052
36053030800,13464
36053030800,13061
36053030900,13332
36053030900,13346
36053031000,13355
36053031000,13402
36053031000,13425
36053031000,13332
36053031000,13310
36053031000,13460
36053031000,13346
36053031100,13364
36053031100,13355
36053031100,13314
36053031100,13491
36053031100,13460
36053031100,13485
36053031100,13418
36053031100,13480
36053940101,13421
36053940102,13421
36053940103,13163
36053940103,13421
36053940103,13032
36053940103,13409
36053940200,13163
36053940200,13032
36053940200,13421
36053940300,13032
36053940401,13082
36053940401,13030
36053940401,13037
36053940401,13032
36053940403,13037
36053940600,13037
36053940600,13421
36053940600,13043
36053940600,13134
36053940600,13032
36053940600,13402
36053940600,13035
36053940600,13409
36053940600,13408
36053940700,13104
36053940700,13037
36053940700,13035
36053940700,13032
36055000200,14608
36055000200,14651
36055000200,14606
36055000200,14650
36055000200,14614
36055000200,14652
36055000700,14605
36055000700,14621
36055001000,14605
36055001000,14607
36055001300,14605
36055001500,14621
36055001500,14605
36055001800,14615
36055001800,14616
36055001800,14613
36055001800,14606
36055001900,14615
36055002000,14615
36055002000,14613
36055002100,14613
36055002200,14613
36055002300,14608
36055002300,14613
36055002400,14606
36055002400,14608
36055002400,14613
36055002700,14611
36055002700,14608
36055002900,14607
36055003000,14607
36055003100,14607
36055003200,14620
36055003300,14620
36055003400,14620
36055003500,14620
36055003600,14620
36055003700,14620
36055003700,14618
36055003802,14627
36055003802,14620
36055003805,14642
36055003805,14620
36055003805,14623
36055003900,14621
36055004000,14606
36055004100,14606
36055004100,14611
36055004100,14608
36055004602,14621
36055004701,14617
36055004701,14621
36055004702,14621
36055004800,14621
36055004900,14621
36055005000,14621
36055005000,14605
36055005100,14621
36055005200,14621
36055005300,14609
36055005300,14621
36055005300,14605
36055005400,14609
36055005500,14605
36055005500,14609
36055005600,14609
36055005600,14605
36055005700,14609
36055005800,14609
36055005900,14609
36055006000,14609
36055006100,14609
36055006200,14619
36055006200,14611
36055006300,14619
36055006300,14611
36055006400,14608
36055006400,14611
36055006500,14608
36055006500,14611
36055006600,14619
36055006600,14611
36055006600,14608
36055006700,14611
36055006700,14619
36055006800,14619
36055006800,14611
36055006900,14611
36055006900,14619
36055006900,14608
36055006900,14623
36055007000,14611
36055007000,14619
36055007100,14619
36055007100,14611
36055007500,14611
36055007600,14610
36055007600,14609
36055007700,14609
36055007700,14610
36055007801,14610
36055007801,14607
36055007802,14618
36055007802,14610
36055007900,14621
36055008000,14621
36055008100,14621
36055008200,14609
36055008200,14621
36055008301,14609
36055008400,14621
36055008400,14609
36055008500,14612
36055008600,14612
36055008600,14615
36055008701,14606
36055008701,14611
36055008702,14611
36055008800,14613
36055008800,14606
36055009200,14621
36055009200,14605
36055009301,14603
36055009301,14604
36055009301,14605
36055009302,14604
36055009302,14607
36055009302,14605
36055009400,14646
36055009400,14643
36055009400,14607
36055009400,14604
36055009400,14614
36055009400,14639
36055009400,14638
36055009400,14647
36055009400,14649
36055009400,14608
36055009400,14605
36055009500,14608
36055009601,14611
36055009601,14608
36055009602,14611
36055009603,14611
36055009603,14606
36055009604,14608
36055009604,14611
36055010100,14617
36055010200,14617
36055010300,14617
36055010400,14617
36055010400,14621
36055010500,14617
36055010500,14622
36055010601,14609
36055010601,14617
36055010601,14622
36055010601,14621
36055010602,14617
36055010602,14621
36055010700,14617
36055010700,14622
36055010800,14622
36055010901,14621
36055010901,14609
36055010902,14609
36055010902,14622
36055011000,14609
36055011100,14609
36055011201,14580
36055011203,14580
36055011205,14580
36055011207,14580
36055011208,14580
36055011301,14519
36055011301,14580
36055011302,14580
36055011400,14519
36055011400,14580
36055011501,14609
36055011501,14526
36055011501,14580
36055011503,14580
36055011503,14625
36055011503,14609
36055011503,14526
36055011504,14580
36055011504,14526
36055011505,14450
36055011505,14526
36055011505,14502
36055011505,14580
36055011601,14450
36055011601,14625
36055011601,14526
36055011603,14625
36055011604,14625
36055011605,14526
36055011605,14625
36055011703,14502
36055011703,14450
36055011705,14534
36055011705,14450
36055011706,14450
36055011706,14534
36055011707,14450
36055011708,14564
36055011708,14502
36055011708,14534
36055011708,14450
36055011800,14450
36055011901,14450
36055011901,14445
36055011901,14526
36055011901,14625
36055011901,14534
36055011902,14450
36055011902,14534
36055011902,14445
36055012000,14445
36055012000,14625
36055012100,14445
36055012201,14625
36055012201,14445
36055012201,14618
36055012201,14534
36055012201,14610
36055012202,14534
36055012202,14445
36055012301,14618
36055012301,14534
36055012304,14534
36055012305,14534
36055012306,14534
36055012306,14467
36055012401,14472
36055012402,14534
36055012402,14475
36055012402,14472
36055012402,14467
36055012402,14506
36055012402,14564
36055012500,14609
36055012500,14625
36055012500,14610
36055012600,14610
36055012600,14625
36055012600,14618
36055012700,14618
36055012800,14620
36055012800,14618
36055012900,14618
36055012900,14620
36055013001,14623
36055013001,14620
36055013001,14618
36055013002,14618
36055013101,14534
36055013101,14623
36055013101,14602
36055013101,14618
36055013101,14692
36055013103,14586
36055013103,14623
36055013104,14623
36055013104,14586
36055013203,14623
36055013203,14534
36055013203,14467
36055013204,14586
36055013204,14543
36055013204,14467
36055013204,14623
36055013205,14467
36055013205,14586
36055013205,14623
36055013206,14586
36055013206,14543
36055013300,14586
36055013300,14472
36055013300,14543
36055013300,14414
36055013401,14612
36055013402,14612
36055013402,14468
36055013503,14468
36055013503,14612
36055013505,14626
36055013506,14468
36055013506,14616
36055013506,14626
36055013507,14612
36055013507,14616
36055013507,14626
36055013508,14626
36055013508,14515
36055013508,14468
36055013508,14616
36055013508,14612
36055013601,14616
36055013601,14612
36055013603,14616
36055013603,14612
36055013604,14616
36055013604,14612
36055013701,14616
36055013701,14612
36055013702,14616
36055013702,14612
36055013800,14616
36055013901,14616
36055013902,14616
36055013902,14615
36055014001,14626
36055014001,14616
36055014001,14615
36055014003,14626
36055014004,14615
36055014004,14626
36055014004,14616
36055014102,14626
36055014102,14615
36055014103,14626
36055014104,14559
36055014104,14626
36055014104,14606
36055014104,14615
36055014202,14606
36055014202,14624
36055014202,14653
36055014202,14559
