TRACT,ZIP
36005014900,10456
36005015100,10459
36005015100,10456
36005015200,10465
36005015300,10460
36005015300,10459
36005015500,10460
36005015700,10460
36005015700,10459
36005015800,10465
36005015900,10459
36005016000,10465
36005016100,10460
36005016200,10465
36005016300,10456
36005016300,10457
36005016400,10465
36005016500,10457
36005016600,10465
36005016600,10461
36005016700,10457
36005016900,10457
36005016900,10456
36005017100,10456
36005017300,10451
36005017300,10456
36005017500,10456
36005017701,10456
36005017702,10456
36005017702,10457
36005017901,10456
36005017902,10456
36005018101,10456
36005018102,10456
36005018301,10456
36005018301,10451
36005018302,10451
36005018302,10456
36005018400,10461
36005018500,10456
36005018500,10451
36005018900,10452
36005019300,10452
36005019400,10461
36005019400,10465
36005019500,10452
36005019500,10451
36005019700,10452
36005019900,10452
36005020000,10461
36005020100,10452
36005020200,10462
36005020200,10461
36005020400,10461
36005020400,10462
36005020501,10453
36005020502,10453
36005020601,10462
36005020900,10452
36005021001,10462
36005021002,10462
36005021100,10452
36005021200,10462
36005021301,10452
36005021302,10452
36005021501,10453
36005021502,10452
36005021502,10453
36005021601,10460
36005021601,10462
36005021602,10462
36005021602,10472
36005021700,10453
36005021700,10452
36005021800,10460
36005021900,10456
36005021900,10452
36005022000,10462
36005022000,10460
36005022101,10452
36005022102,10452
36005022200,10472
36005022200,10462
36005022300,10452
36005022401,10462
36005022401,10467
36005022403,10462
36005022404,10462
36005022500,10456
36005022500,10457
36005022701,10453
36005022702,10452
36005022703,10457
36005022800,10462
36005022901,10457
36005022902,10457
36005023000,10462
36005023100,10457
36005023200,10462
36005023301,10453
36005023302,10457
36005023501,10453
36005023502,10457
36005023600,10462
36005023600,10460
36005023702,10458
36005023703,10453
36005023703,10468
36005023704,10453
36005023800,10462
36005023900,10453
36005023900,10468
36005024000,10462
36005024000,10460
36005024100,10453
36005024300,10453
36005024400,10462
36005024501,10453
36005024502,10453
36005024600,10462
36005024700,10453
36005024800,10462
36005024800,10461
36005024900,10453
36005025000,10461
36005025000,10462
36005025100,10453
36005025200,10461
36005025200,10462
36005025300,10468
36005025300,10453
36005025400,10461
36005025500,10468
36005025500,10453
36005025600,10462
36005025600,10461
36005025700,10468
36005026100,10468
36005026300,10468
36005026400,10461
36005026500,10468
36005026601,10461
36005026602,10461
36005026701,10468
36005026702,10468
36005026900,10468
36005026900,10463
36005027300,10463
36005027300,10468
36005027401,10465
36005027402,10465
36005027600,10461
36005027600,10465
36005027700,10463
36005027900,10463
36005028100,10463
36005028300,10463
36005028400,10461
36005028400,10469
36005028500,10463
36005028500,10471
36005028600,10461
36005028700,10463
36005028800,10461
36005028900,10463
36005029301,10463
36005029302,10463
36005029500,10463
36005029600,10461
36005029700,10463
36005030000,10461
36005030100,10463
36005030200,10475
36005030701,10471
36005030701,10463
36005030900,10463
36005030900,10471
36005031000,10469
36005031200,10469
36005031400,10469
36005031600,10469
36005031800,10469
36005031900,10471
36005032300,10471
36005032400,10469
36005032600,10469
36005032800,10467
36005032800,10469
36005033000,10467
36005033201,10467
36005033202,10467
36005033400,10458
36005033400,10460
36005033400,10467
36005033400,10462
36005033500,10471
36005033500,10463
36005033600,10467
36005033700,10471
36005033800,10467
36005034000,10467
36005034000,10469
36005034200,10469
36005034300,10471
36005034400,10469
36005034500,10471
36005034800,10469
36005035000,10469
36005035100,10471
36005035600,10469
36005035800,10469
36005035900,10460
36005036000,10469
36005036100,10460
36005036300,10460
36005036400,10469
36005036501,10457
36005036501,10460
36005036502,10460
36005036502,10457
36005036700,10457
36005036700,10460
36005036800,10469
36005036901,10457
36005036902,10457
36005037000,10469
36005037100,10460
36005037100,10457
36005037200,10469
36005037200,10467
36005037300,10457
36005037400,10467
36005037504,10457
36005037600,10467
36005037800,10467
36005037900,10457
36005038000,10467
36005038000,10469
36005038100,10457
36005038200,10469
36005038301,10458
36005038301,10457
36005038302,10457
36005038302,10458
36005038500,10457
36005038500,10458
36005038600,10466
36005038600,10469
36005038700,10458
36005038800,10469
36005038900,10458
36005039000,10469
36005039000,10467
36005039100,10457
36005039100,10458
36005039200,10467
36005039300,10457
36005039300,10458
36005039300,10460
36005039400,10467
36005039400,10466
36005039500,10457
36005039600,10467
36005039600,10466
36005039600,10469
36005039700,10458
36005039800,10466
36005039800,10469
36005039901,10458
36005039902,10458
36005040100,10468
36005040302,10458
36005040303,10468
36005040304,10468
36005040400,10466
36005040501,10458
36005040502,10458
36005040600,10466
36005040701,10468
36005040702,10458
36005040800,10466
36005040900,10463
36005040900,10468
36005041100,10458
36005041100,10468
36005041300,10468
36005041300,10458
36005041400,10550
36005041400,10470
36005041500,10458
36005041800,10466
36005041800,10470
36005041900,10467
36005042000,10466
36005042100,10467
36005042200,10466
36005042300,10467
36005042400,10466
36005042500,10458
36005042500,10467
36005042600,10466
36005042800,10466
36005042901,10467
36005042902,10467
36005043000,10466
36005043100,10467
36005043400,10466
36005043400,10470
36005043500,10467
36005043500,10470
36005043500,10705
36005043500,10471
36005043600,10466
36005044200,10466
36005044200,10550
36005044200,10470
36005044400,10466
36005044800,10466
36005044901,10470
36005044902,10470
36005045101,10470
36005045102,10470
36005045102,10704
36005045600,10475
36005045600,10550
36005045600,10803
36005045600,10464
36005045600,10466
36005045800,10466
36005046000,10469
36005046000,10466
36005046201,10475
36005046202,10469
36005046202,10475
36005048400,10466
36005050400,10464
36005051600,10464
36007000100,13905
36007000100,13790
36007000200,13905
36007000300,13905
36007000400,13901
36007000500,13901
36007000600,13904
36007000700,13904
36007000900,13903
36007001100,13901
36007001100,13904
36007001200,13905
36007001200,13901
36007001200,13902
36007001200,13904
36007001300,13905
36007001400,13905
36007001500,13905
36007001600,13903
36007001600,13850
36007001700,13903
36007001800,13903
36007010200,13905
36007010200,13760
36007010200,13790
36007010200,13802
36007010200,13777
36007010200,13811
36007011901,13862
36007011901,13746
36007011901,13797
36007011901,13803
36007011901,13863
36007011901,13778
36007011902,13862
36007011902,13744
36007011902,13746
36007011902,13905
36007011902,13777
36007011903,13794
36007011903,13862
36007011903,13736
36007011903,13835
36007011903,13797
36007011903,13803
36007012000,13802
36007012000,13862
36007012000,13777
36007012000,13797
36007012000,13811
36007012000,13905
36007012101,13901
36007012101,13744
36007012101,13746
36007012102,13901
36007012102,13745
36007012103,13901
36007012103,13905
36007012103,13862
36007012103,13744
36007012201,13833
36007012201,13904
36007012201,13901
36007012202,13904
36007012202,13833
36007012202,13746
36007012300,13865
36007012300,13833
36007012300,13813
36007012300,13826
36007012300,13848
36007012300,13754
36007012300,13787
36007012300,13904
36007012400,13730
36007012400,13865
36007012400,13813
36007012400,13783
36007012400,13754
36007012500,13826
36007012500,13813
36007012500,13795
36007012500,13865
36007012500,13904
36007012600,13865
36007012600,13749
36007012600,13795
36007012600,13904
36007012701,13748
36007012701,13903
36007012702,13850
36007012702,13903
36007012800,13790
36007012800,13903
36007012800,13901
36007012800,13905
36007012800,13904
36007012900,13790
36007012900,13760
36007012900,13905
36007013000,13790
36007013000,13760
36007013100,13760
36007013100,13737
36007013201,13760
36007013202,13760
36007013301,13760
36007013303,13760
36007013304,13760
36007013400,13760
36007013500,13762
36007013500,13760
36007013500,13761
36007013600,13760
36007013700,13760
36007013800,13790
36007013900,13790
36007014000,13790
36007014100,13790
36007014100,13905
36007014200,13790
36007014200,13905
36007014301,13850
36007014301,13851
36007014302,13850
36007014302,13903
36007014400,13850
36007014500,13850
36007014600,13903
36007014600,13732
36007014600,13850
36009940000,14129
36009940300,14753
36009940300,14706
36009940300,14772
36009940300,14783
36009940300,14748
36009940300,14738
36009940300,14755
36009940300,14779
36009960100,14060
36009960100,14042
36009960100,14009
36009960100,14101
36009960100,14065
36009960100,14737
36009960200,14042
36009960200,14173
36009960200,14101
36009960200,14030
36009960200,14009
36009960300,14101
36009960300,14729
36009960300,14755
36009960300,14719
36009960300,14030
36009960300,14171
36009960300,14141
36009960300,14134
36009960300,14042
36009960400,14041
36009960400,14129
36009960400,14070
36009960400,14081
36009960400,14138
36009960400,14168
36009960400,14062
36009960500,14751
36009960500,14719
36009960500,14766
36009960500,14772
36009960500,14726
36009960500,14041
36009960500,14070
36009960500,14138
36009960600,14719
36009960600,14755
36009960600,14772
36009960600,14779
36009960702,14755
36009960702,14171
36009960702,14731
36009960702,14748
36009960702,14741
36009960702,14779
36009960800,14101
36009960800,14741
36009960800,14731
36009960800,14727
36009960800,14737
36009960800,14171
36009961000,14727
36009961000,14743
36009961000,14760
36009961000,14706
36009961100,14760
36009961100,14741
36009961100,14779
36009961100,14706
36009961100,14748
36009961200,14788
36009961200,14760
36009961200,14727
36009961200,14770
36009961300,14779
36009961300,14706
36009961300,14760
36009961300,14753
36009961300,14778
36009961400,14755
36009961400,14730
36009961400,14747
36009961400,14726
36009961400,14783
36009961400,14738
36009961400,14719
36009961400,14772
36009961500,14760
36009961600,14760
36009961700,14760
36009961800,14760
36009962200,14706
36009962200,14727
36009962200,14743
36009962200,14737
36009962200,14741
36011040100,13033
36011040100,13111
36011040100,13143
36011040100,13064
36011040100,13126
36011040100,13156
36011040200,13113
36011040200,13166
36011040200,13033
36011040200,13080
36011040200,13074
36011040200,13027
36011040200,13111
36011040200,13140
36011040300,13166
36011040300,13146
36011040300,13117
36011040300,13143
36011040300,13140
36011040300,13033
36011040400,13166
36011040400,13080
36011040500,13021
36011040500,13034
36011040500,13140
36011040500,13117
36011040500,13166
36011040600,13060
36011040600,13166
36011040600,13021
36011040600,13152
36011040700,13021
36011040700,13152
36011040800,13021
36011040800,13118
36011040800,13152
36011040800,13077
36011040800,13092
36011040900,13073
36011040900,13077
36011040900,13118
36011040900,13092
36011040900,13045
36011041000,14882
36011041000,13139
36011041000,13160
36011041000,13118
36011041000,13092
36011041000,13026
36011041000,13081
36011041000,13071
36011041000,13147
36011041100,13118
36011041100,13034
36011041100,13021
36011041100,13147
36011041100,13026
36011041100,13160
36011041200,13022
36011041200,13140
36011041200,13034
36011041200,13021
36011041200,13160
36011041300,13021
36011041400,13021
36011041500,13021
36011041600,13021
36011041700,13021
36011041800,13021
36011042100,13024
36011042100,13021
36013030100,14701
36013030200,14701
36013030300,14701
36013030400,14701
36013030500,14742
36013030500,14701
36013030500,14702
36013030600,14701
36013030700,14701
36013030800,14701
36013035100,14136
36013035100,14081
36013035300,14136
36013035300,14063
36013035300,14062
36013035300,14135
36013035300,14048
36013035400,14048
36013035500,14048
36013035600,14048
36013035700,14048
36013035800,14063
36013035901,14063
36013035901,14048
36013035902,14063
36013036000,14784
36013036000,14716
36013036000,14752
36013036000,14718
36013036000,14048
36013036000,14063
36013036000,14166
36013036100,14723
36013036100,14138
36013036100,14062
36013036100,14782
36013036100,14718
36013036100,14063
36013036300,14048
36013036300,14728
36013036300,14769
36013036300,14784
36013036300,14716
36013036300,14787
36013036300,14166
36013036300,14063
36013036300,14757
36013036401,14781
36013036401,14787
36013036401,14757
36013036401,14722
36013036402,14728
36013036402,14782
36013036402,14784
36013036402,14718
36013036402,14787
36013036402,14757
36013036500,14775
36013036500,14781
36013036500,14787
36013036600,14781
36013036600,14724
36013036600,14787
36013036600,14736
36013036600,14775
36013036700,14724
36013036700,14767
36013036700,14781
36013036800,14757
36013036800,14785
36013036800,14767
36013036800,14710
36013036800,14781
36013036800,14758
36013036901,14740
36013036901,14712
36013036901,14701
36013036901,14782
36013036901,14733
36013036901,14728
36013036902,14701
36013036902,14728
36013036902,14712
36013037000,14701
36013037000,14710
36013037000,14750
36013037100,14710
36013037100,14750
36013037200,14701
36013037200,14750
36013037200,14720
36013037300,14733
36013037300,14701
36013037400,14782
36013037400,14701
36013037400,14732
36013037400,14740
36013037400,14733
36013037400,14726
36013037400,14738
36013037400,14747
36013037400,14723
36013037500,14738
36013037500,14701
36013037600,14136
36013037600,14138
36013037600,14062
36013037600,14081
36015000100,14901
36015000200,14901
36015000300,14901
36015000300,14903
36015000400,14901
36015000400,14903
36015000400,14905
36015000500,14905
36015000500,14901
36015000600,14905
36015000600,14901
36015000700,14905
36015000700,14901
36015000700,14902
36015000900,14904
36015001000,14904
36015001100,14904
36015010100,14861
36015010100,14859
36015010100,14824
36015010100,14845
36015010100,14867
36015010100,14816
36015010100,14889
36015010100,14883
36015010100,14838
36015010200,14845
36015010200,14824
36015010200,14872
36015010200,14805
36015010200,14830
36015010200,14816
36015010200,14812
36015010200,14864
36015010300,14871
36015010300,14830
36015010300,14845
36015010300,14903
36015010300,14814
36015010300,14905
36015010400,14845
36015010500,14845
36015010600,14845
36015010600,14901
36015010600,14903
36015010700,14901
36015010700,14816
36015010700,14845
36015010700,14838
36015010700,14861
36015010800,14903
36015010800,14845
36015010800,14901
36015010900,14905
36015010900,14903
36015011000,14825
36015011000,14859
36015011000,14838
36015011000,14901
36015011000,14892
36015011000,14861
36015011100,14871
36015011100,14901
36015011100,14904
36015011200,14871
36015011200,14901
36015011200,14861
36015011200,14894
36015011200,14830
36017970100,13485
36017970100,13332
36017970100,13460
36017970100,13411
36017970100,13815
36017970100,13464
36017970100,13832
36017970200,13815
36017970200,13801
36017970200,13758
36017970200,13155
36017970200,13136
36017970200,13072
36017970200,13844
36017970200,13830
36017970200,13040
36017970200,13332
36017970200,13124
36017970200,13832
36017970200,13464
36017970200,13052
36017970300,13815
36017970400,13815
36017970500,13411
36017970500,13843
36017970500,13815
36017970500,13460
36017970601,13844
36017970601,13815
36017970601,13832
36017970601,13814
36017970601,13780
36017970601,13830
36017970602,13809
36017970602,13843
36017970602,13780
36017970602,13733
36017970602,13830
36017970602,13815
36017970700,13778
36017970700,13841
36017970700,13830
36017970700,13801
36017970801,13809
36017970801,13830
36017970801,13780
36017970801,13778
36017970801,13838
36017970801,13733
36017970802,13841
36017970802,13801
36017970802,13830
36017970802,13778
36017970900,13778
36017970900,13787
36017970900,13813
36017970900,13730
36017970900,13733
36017971000,13778
36017971000,13787
36017971000,13746
36019100100,12958
36019100100,12979
36019100100,12919
36019100100,12921
36019100200,12958
36019100200,12910
36019100200,12992
36019100200,12921
36019100300,12992
36019100300,12959
36019100300,12910
36019100300,12921
36019100300,12958
36019100300,12935
36019100300,12919
36019100400,12933
36019100400,12952
36019100400,12929
36019100400,12934
36019100400,12918
36019100400,12923
36019100400,12935
36019100400,12981
36019100400,12920
36019100400,12955
36019100600,12992
36019100600,12910
36019100600,12962
36019100600,12901
36019100600,12918
36019100700,12918
36019100700,12901
36019100700,12992
36019100700,12962
36019100800,12901
36019100900,12901
36019101000,12901
36019101100,12901
36019101300,12901
36019101400,12903
36019101400,12901
36019101600,12901
36019101700,12918
36019101700,12985
36019101700,12972
36019101700,12901
36019101700,12962
36019101800,12981
36019101800,12952
36019101800,12912
36019101800,12997
36019101800,12985
36019101800,12918
36019101800,12978
36019101800,12913
36019101900,12901
36019101900,12972
36019101900,12985
36019102000,12944
36019102000,12912
36019102000,12972
36019102000,12911
36019102000,12924
36019102100,12901
36019102100,12903
36019102200,12903
36019102200,12901
36021000100,12136
36021000100,12195
36021000100,12168
36021000100,12029
36021000100,12060
36021000100,12024
36021000100,12123
36021000100,12125
36021000100,12062
36021000200,12060
36021000200,12136
36021000200,12029
36021000200,12017
36021000300,12115
36021000300,12060
36021000300,12037
36021000300,12136
36021000300,12123
36021000300,12024
36021000300,12132
36021000300,12184
36021000300,12130
36021000401,12037
36021000401,12075
36021000401,12534
36021000401,12106
36021000401,12184
36021000402,12130
36021000402,12106
36021000402,12184
36021000402,12156
36021000500,12174
36021000500,12156
36021000500,12534
36021000500,12173
36021000500,12106
36021000600,12534
36021000600,12050
36021000600,12173
36021000600,12174
36021000600,12172
36021000700,12106
36021000700,12184
36021000700,12037
36021000700,12529
36021000700,12075
36021000700,12534
36021000800,12037
36021000800,12165
36021000800,12060
36021000800,12017
36021000800,12075
36021000800,12529
36021000900,12075
36021000900,12529
36021000900,12521
36021001000,12565
36021001000,12513
36021001000,12529
36021001000,12530
36021001000,12544
36021001000,12521
36021001000,12075
36021001000,12534
36021001100,12534
36021001200,12534
36021001300,12534
36021001400,12526
36021001400,12571
36021001400,12583
36021001400,12523
36021001400,12534
36021001500,12541
36021001500,12534
36021001500,12529
36021001500,12502
36021001500,12521
36021001500,12523
36021001600,12521
36021001600,12517
36021001600,12502
36021001600,12516
36021001600,12529
36021001700,12516
36021001700,12546
36021001700,12503
36021001700,12567
36021001700,12502
36021001800,12567
36021001800,12523
36021001800,12502
36021001800,12571
36021001900,12571
36021001900,12583
36021001900,12526
36021002000,12526
36023970100,13101
36023970100,13045
36023970100,13040
36023970100,13159
36023970100,13158
36023970100,13052
36023970200,13158
36023970200,13141
36023970200,13159
36023970200,13087
36023970200,13077
36023970200,13045
36023970200,13101
36023970300,13077
36023970300,13045
36023970400,13803
36023970400,13738
36023970400,13045
36023970400,13077
36023970400,13101
36023970500,13045
36023970600,13045
36023970700,13073
36023970700,13045
36023970800,13045
36023970900,13045
36023971000,13045
36023971000,13077
36023971100,13040
36023971100,13778
36023971100,13863
36023971100,13862
36023971100,13803
36023971100,13101
36023971100,13841
36023971200,13784
36023971200,13803
36023971200,13045
36023971200,13053
36023971200,13835
36025970100,12093
36025970100,12434
36025970100,12155
36025970100,13739
36025970100,13820
36025970100,13860
36025970100,12167
36025970100,13757
36025970100,13750
36025970100,13786
36025970100,13842
36025970100,13788
36025970100,13751
36025970200,13842
36025970200,13806
36025970200,13788
36025970200,13786
36025970200,13739
36025970200,13753
36025970200,13757
36025970200,13820
36025970200,13846
36025970200,13750
36025970300,13775
36025970300,13753
36025970300,13846
36025970300,13839
36025970300,13820
36025970300,13856
36025970400,13775
36025970400,13856
36025970400,13839
36025970400,13849
36025970400,13825
36025970400,13838
36025970500,13856
36025970500,13804
36025970500,13838
36025970500,13733
36025970500,13847
36025970500,13754
36025970500,13783
36025970500,13839
36025970500,13849
36025970500,13756
36025970600,13856
36025970600,13839
36025970600,13756
36025970700,13856
36025970700,13753
36025970700,12776
36025970700,12758
36025970700,13782
36025970700,13752
36025970700,13731
36025970700,12455
36025970800,13739
36025970800,13752
36025970800,13753
36025970800,13782
36025970900,13753
36025971000,13739
36025971000,13788
36025971000,12167
36025971000,13842
36025971000,13731
36025971000,13753
36025971000,13740
36025971100,12434
36025971100,12167
36025971100,12430
36025971100,12474
36025971100,12459
36025971100,12421
36025971100,12468
36025971200,12421
36025971200,12455
36025971200,12438
36025971200,12430
36025971200,12406
36025971200,12459
36025971200,13731
36025971200,12465
36025971300,12776
36025971300,12758
36025971300,13782
36025971300,13755
36025971300,13752
36025971300,13756
36025971400,13774
36025971400,13783
36025971400,12760
36025971400,13756
36025971400,13755
36025971400,12776
36025971400,13856
36027010000,12501
36027010000,12522
36027010000,12592
36027010000,12545
36027020003,12540
36027020003,12533
36027020004,12564
36027020004,12533
36027020004,12570
36027020004,12540
36027020005,12533
36027020005,12531
36027020005,12570
36027020005,12582
36027030000,12538
36027030000,12572
36027030000,12580
36027030000,12578
36027030000,12514
36027040001,12594
36027040001,12522
36027040001,12592
36027040001,12545
36027040003,12564
36027040003,12594
36027040003,12522
36027050102,12590
36027050102,12533
36027050103,12590
36027050103,12533
36027050104,12540
36027050104,12533
36027050104,12582
36027050203,12533
36027050203,12524
36027050204,12533
36027050205,12531
36027050205,12582
36027050205,12533
36027050205,10512
36027060100,12524
36027060100,12508
36027060100,12590
36027060201,12524
36027060202,12508
36027060202,12524
36027060202,12527
36027060301,12524
36027060301,12533
36027060302,12533
36027060302,12524
36027060400,12524
36027070101,12572
36027070101,12538
36027070101,12580
36027070102,12580
36027070102,12538
36027070201,12538
36027070301,12601
36027070301,12603
36027070301,12538
36027070401,12601
36027070401,12538
36027080103,12540
36027080103,12603
36027080103,12569
36027080104,12569
36027080104,12540
36027080104,12533
36027080104,12510
36027080201,12590
36027080201,12603
36027080202,12540
36027080202,12590
36027080202,12603
36027090000,12581
36027090000,12514
36027090000,12571
36027090000,12572
36027100000,12546
36027100000,12567
36027100000,12501
36027110003,12564
36027110003,12531
36027110003,12570
36027110004,12564
36027110005,12564
36027120000,12567
36027120000,12581
36027120000,12546
36027120000,12571
36027130003,12569
36027130003,12603
36027130003,12545
36027130003,12601
36027130003,12578
36027130004,12569
36027130004,12578
36027130004,12538
36027130004,12601
36027130005,12569
36027130005,12578
36027140101,12601
36027140200,12603
36027140200,12601
36027140300,12601
36027140300,12603
36027140400,12603
36027140400,12601
36027140500,12603
36027140500,12601
36027140602,12601
36027140700,12603
36027140700,12590
36027140700,12601
36027140801,12590
36027140801,12601
36027150003,12504
36027150003,12571
36027150003,12583
36027150003,12572
36027150003,12507
36027150004,12583
36027150004,12571
36027150004,12572
36027150005,12572
36027150005,12571
36027150005,12583
36027150006,12571
36027150006,12572
36027160003,12572
36027160003,12574
36027160004,12572
36027160004,12580
36027160005,12572
36027170000,12567
36027170000,12506
36027170000,12581
36027170000,12514
36027170000,12501
36027170000,12545
36027180001,12545
36027180001,12585
36027180001,12540
36027180001,12522
36027180001,12569
36027180001,12594
36027180001,12570
36027190101,12590
36027190101,12603
36027190102,12603
36027190102,12590
36027190203,12590
36027190204,12533
36027190204,12590
36027190301,12512
36027190301,12511
36027190301,12590
36027190401,12537
